cluster_6,cluster_10,cluster_15,cluster_14,cluster_4,cluster_2,cluster_17,cluster_8,cluster_12,cluster_3,cluster_9,cluster_5,cluster_1,cluster_13,cluster_0,cluster_11,cluster_7,cluster_16,anomaly
-1.5202036550178868,0.8147773702280975,1.2647220156343282,-0.5816930919706732,0.0,1.9944274861756561,2.37711718325698,0.0,0.46747368719944477,0.92484981145849,0.0,-1.1459502903243632,0.0,0.7700898116947408,-0.11184608633876897,,0.0,1.7360725001587602,1
0.36051973858745984,0.8459533583545803,0.0,0.24448003221107015,0.0,0.1429407588085769,2.94685827158802,0.0,0.6042167078185658,0.6254294749524311,0.0,0.0,0.0,-0.005919435576095446,0.0,-1.0097654033233385,0.27381855936405414,1.3983622054822518,0
0.2154020285287062,1.6147157834246808,0.0,0.07245734014106113,0.0,0.518622134329689,,0.0,-0.3994355540755176,-4.247932191207143,0.0,0.0,0.5721312251149394,0.17569715133658662,0.0,2.4372544531090687,,-1.0876571527544936,0
-0.2867240231553045,2.489693030201512,0.0,-0.11894196118652577,0.0,0.49433018112633786,2.0196185096863752,0.04203420528072785,1.1857404317837035,,0.169875987228516,0.0,-0.33708560813911437,0.765008433985943,0.0,3.025530651410138,-0.6362718755745955,1.8414341721751972,0
-0.5717054174630793,0.919141362357572,0.0,-0.742799360668477,0.0,-0.004253941233044594,1.610930643474498,-0.09726858802993947,-0.1105646168400352,,0.0,0.0,0.0,-0.6516481895586964,0.0,-0.8021370424398405,0.005437570533662841,,0
1.1889532710603903,3.5873358903482053,2.1332701367495637,0.9982617786660807,0.0,1.0246714821061664,2.655162425291487,0.0,2.411590630226411,2.018698409700172,-0.18955215986978902,0.47755887367904715,0.8456388826902299,5.0943498794131585,0.0,3.025530651410138,0.0,1.7627902675479148,0
1.1374465720281373,2.8030779409751845,1.7718382751454498,-0.08782295176774066,0.0,0.5450086787137488,1.7334709192194488,0.0,1.720731658610701,1.4242507397131596,0.0,0.3265298373305226,0.9414290561088973,5.0943498794131585,0.0,2.727390026249302,0.0,1.7611483779659476,0
0.029631797606371135,-0.6880955837883423,1.964610179600621,1.5750895516161345,0.0,-0.22824639985451803,0.0,0.0,0.0,0.24286650241546096,0.0,0.0,-0.9648272409815127,5.0943498794131585,0.0,0.0,0.0,0.0,0
,2.145208135827308,0.0,1.2797087894695076,0.0,1.1503298987132775,2.2916668096622326,0.0,0.11473410687220384,0.6183148723167127,0.0,-0.04397063558758725,0.0,0.4082815495817288,0.0,1.441590864072193,0.0,0.8653768716687841,0
0.0,0.0,0.0,-0.08764787268161925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3159995443835345,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3159995443835345,0.0,0.0,0.0,0.0,0
-0.0013449269845817546,,0.0,-0.15882631663285798,0.0,-0.5417761086843396,,0.0,-0.29607470585012247,,0.0,-0.1828771647043247,0.0,-0.35838445822916026,0.0,-5.354734982404846,0.0044424984272946255,,0
,2.3348577121036067,-0.4668609483984629,1.630843906337463,0.0,,0.5376242469492027,0.0,,,-0.2077080689039542,-0.20649883528743107,-0.1898692237863876,,0.0,,0.8917521703973322,,0
-0.6637673160832142,2.0403048459774364,-0.4668609483984629,-0.06183120265617295,0.0,0.08088175195983596,0.881875501961928,0.0,1.234416792723722,,0.0,0.017730886611268433,-0.12796360968008563,,0.0,,-0.06825334908269634,,0
0.0,-0.1464001985276426,-0.6168480679850402,0.3389427924824501,0.0,-0.4030534517131225,0.0,0.0,0.20914382441069432,-0.10209938672521332,0.0,0.0,-0.12796360968008563,,0.0,0.0,0.9184389604124447,0.0,0
,1.0962758010828528,,2.6096606600720094,0.0,0.6662501489979111,0.27902859764021404,0.8503199443966847,,,0.0,-0.1808205617687092,2.6885922593657643,,0.0,-0.31224861759763034,-0.09821847545981968,3.0144221652023733,0
0.0,,,,0.0,-1.0414124378432221,0.0,0.0,0.0,-0.6227653357439216,0.0,0.0,-1.0524195526932794,,0.0,0.0,-0.12832224954455454,0.0,0
-0.5583783180474324,-0.24573217635579178,0.0,-0.2842576154169042,0.0,0.14837266749645237,0.49263163671564386,0.0,,1.7525679576683935,0.0,0.0,0.0,-0.0970162164678575,0.0,2.679440863656409,,1.9018680935438101,0
,3.2675597459907757,0.0,2.5442835182356074,0.0,1.2049000815354467,4.217229845656164,0.0,,,0.12672659839984668,1.792727661178319,0.0,1.7426822974053353,0.6418627811526347,2.384268524769406,,3.2999857093853637,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06491954609931558,0.0,0.0,0.0,-0.269128664556033,0.0,0.0,0.0,0.0,1
2.414634113725629,1.6235261714351326,0.0,2.691944630104811,0.0,-0.18690313965838143,4.446385432268714,0.0,,,0.0,-1.1459502903243632,0.0,0.0,1.6828496454658541,,,3.2999857093853637,1
,0.8039268818525721,0.0,-0.18658182822487035,0.0,0.1655729428603114,0.5064173907198645,0.0,,,0.0,0.0,0.0,0.11630669866129477,0.0,0.3977924084012273,,-0.3746800414871224,0
0.3160135657270043,0.394914371529288,0.0,0.9882590007100699,0.0,3.1890051504620263,3.579949652063853,0.0,2.670676767409352,2.5907336753940307,0.0,0.3648336044991555,0.0,1.2734344238660547,0.0,2.17908099155412,0.0,3.2999857093853637,0
0.3160135657270043,0.394914371529288,0.0,0.9882590007100699,0.0,3.1890051504620263,3.579949652063853,0.0,2.670676767409352,2.5907336753940307,0.0,0.3648336044991555,0.0,1.2734344238660547,0.0,2.17908099155412,0.0,3.2999857093853637,0
0.0,4.0372061175777585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.4115161883464467,2.01945069746192,0.0,1.4532475544422727,0.0,,4.446385432268714,0.0,,1.4038866076242038,0.0,1.946349009342219,0.0,0.0,1.508567177700313,,,,1
0.0,4.0372061175777585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.5670727665565936,-1.161414326080169,0.0,-3.345134931238221,0.0,0.8938560154449928,2.0410085421153887,0.0,0.08785237624839576,3.576742318761945,0.35928037480412445,1.30031550874445,0.0,-0.03374381943420756,1.4650829535639966,,0.0,2.743963580335774,0
0.12973600959476064,0.7875876330310717,0.0,0.6852766144932888,0.0,0.34092502322280943,2.1709623993093974,0.0,-0.03191653177634636,3.5292492175619605,0.0,0.0,0.8839913355276755,0.3743645937097224,0.0,0.5142139339060855,-1.412442794808498,,0
-0.09166719647045557,-1.3002240119749522,0.0,-0.11071939552933815,0.0,-0.31384615188957804,,0.0,-0.3190370492652428,-0.5099545793127084,0.0,-0.17701746502100152,-0.008150205648528268,-0.34051209570189295,0.0,0.0694956758525255,0.0,1.684424313381641,0
-0.2230598345085277,0.8793272493821949,0.0,-0.395861897772065,0.0,0.5511276028769977,0.8744561719476576,0.0,-3.8813916896701555,,-0.06187540371808747,0.0,-0.3024694927042859,-0.3159995443835345,0.0,-0.22942342005623093,-0.2548436902805856,-2.4165856888791746,0
,1.7168911075410918,0.0,,0.0,-0.8759312339322043,2.962211913831913,0.0,1.3652826257947825,2.5124557835382393,0.0,1.102674428514668,0.0,0.6233514186244034,-1.5112438958758412,,0.0,3.2522633484166907,0
0.0,0.7920117194332857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709530201312334,0.0,0.0,0.0,0.0,0
0.0,0.13819591307244836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.758368031060078,0.0,0.0,0.0,0.0,0
0.0,0.4409824250553658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709530201312334,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2999857093853637,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2999857093853637,0
0.0,-1.1064493193753902,0.0,0.0,0.0,0.0,0.27556282840594315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147981102986662,0.0,0.0,0.0,0
-1.839390258630481,1.3589396380792094,0.0,0.23940314233463872,0.0,-0.14178383445106113,,0.0,0.13139394456835063,,0.0,0.0,0.0,0.20884188350309155,0.0,,0.0,-1.3441505636561955,0
0.0,-1.1064493193753902,0.0,0.0,0.0,0.0,0.27556282840594315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147981102986662,0.0,0.0,0.0,0
0.0,1.4839180481587146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.1612807783993602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
,3.5442451028437665,3.6957890946732865,2.1619647065230105,0.0,3.1890051504620263,3.7548541463358784,0.0,2.476671980436745,1.6195720647715213,-2.655225303719144,0.0,1.487122287222562,0.8274379223778038,0.0,3.025530651410138,0.0,2.2214560206195313,0
-1.3772315169078786,3.032565081370494,3.6957890946732865,1.2753467827215528,0.0,3.1890051504620263,3.4485468482291615,0.0,1.9788144936780228,0.11574848952208615,-2.655225303719144,0.0,1.2579858530285855,0.9256094400656893,0.0,3.025530651410138,0.0,2.2214560206195313,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6889189881769145,0.0,0.0,0.0,0.0,0
0.0,1.8325979461462245,3.676650415240692,0.7179687977613645,0.0,,0.0,0.0,0.0,0.6393345172005687,0.0,0.0,1.0737636898980891,1.1017751018088495,0.0,0.0,0.0,0.0,0
,0.9627409178041196,1.4055687689282828,-0.7387615744688693,0.0,2.20306439370453,2.492743427641884,0.0,0.33976138939964884,1.2121904665438434,0.0,-1.1459502903243632,0.0,0.7696397719757401,-0.12477016462978506,2.9961051751277568,0.0,-0.21301491359741698,1
,0.9071509655624027,0.0,0.2459847459930646,0.0,0.35372945796646443,3.1159342850277976,0.0,0.6577391174001012,,0.0,0.0,0.0,0.20136164565684003,0.0,1.2738699088533518,-0.47080394941650466,1.3604980037859205,0
0.0,2.0010339190548376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
0.0,2.388319504267536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.9812949889421857,0
-1.4677229109131478,2.2889048092533777,0.0,0.1486953939236956,0.0,1.1183274071712828,1.582559389963382,0.0,-0.28852298899758994,-0.7519693078341172,0.0,0.0,0.9818068657594473,0.03834805997912458,0.0,2.097003212576791,,0.2309423121727271,0
0.0,0.7250300423956656,0.0,0.0,0.0,0.0,0.17268922248796698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
,0.3873252024132301,0.0,0.0,0.0,-0.48264852945277553,-2.0071918508154725,0.0,1.1716385248003482,0.35720880371836033,0.0,0.1380553363197491,0.2277816533477004,0.48223011881590866,0.0,,0.0,,0
-0.8202974396534192,,0.0,-0.4342156157235301,0.0,0.5915219826735598,,0.0,0.07861171256097461,,0.0,-0.17712649447348183,0.0,-0.20317762830408928,0.0,-0.8479235036089285,0.0,1.812084209986212,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20317762830408928,0.0,0.0,0.0,0.0,0
,1.0157295038969587,1.4155968162325308,1.8439453604077367,0.0,1.7979630276180336,2.7454289052993115,0.0,,,-2.655225303719144,2.05705552061613,-0.0867911401342847,0.1558117075781247,0.115367991509892,0.5376912675433827,0.0,0.3647082913083269,0
0.0,0.8491999642319051,1.6688253338976347,0.34547914668063706,0.0,1.4372800919753654,0.0,0.0,0.0,0.3331403374694651,0.0,0.0,-0.0867911401342847,1.3086235673155548,0.115367991509892,0.0,0.0,0.0,0
,3.132674378134647,1.1936893709725394,0.9322066327053995,0.0,0.9072935405816548,2.340332235923236,0.18624699086802385,1.8130324853737632,,-2.655225303719144,0.0,2.3278848939136685,2.3458428132893956,0.0,2.5469048742272307,,,0
0.0,-0.5846863818462048,1.1936893709725394,1.0827875576654344,0.0,0.9935963305454648,0.2039882340499245,0.0,0.0,,0.0,0.0,-0.2361168292454097,2.2867049081662407,0.0,0.0,0.0,0.0,0
,3.1055336518541203,-0.3047421951970892,0.5960379904292139,0.0,0.8314807564141251,2.330162764351989,0.18624699086802385,1.8130324853737632,,-2.655225303719144,0.0,2.348183230958216,0.44464617312929283,0.0,2.5469048742272307,,,0
-0.40852025368862477,0.6230945091143747,,,-0.6008230946911947,-1.2512857957199919,-0.24859625898849252,1.6949598789745595,,,0.9723562806983845,0.0,-1.9118249144819535,0.5833800153299676,0.0,-0.021474470694713536,-0.2963224679941635,,0
0.0,-1.5343589449758706,,,-0.6008230946911947,-0.3449851765155141,-0.1933481846626774,0.0,0.0,-1.993941942269289,0.0,0.0,-0.9027077712022138,-0.2618667450158692,0.0,0.0,0.0,0.0,0
0.0,-3.4185848185991974,0.0,-0.19849910918939734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35243762635792125,0.0,0.0,0.0,0.0,0
-0.000853738969662172,,,,0.0,-2.1278125453902264,-0.2181412377019864,0.0,-0.27823540830663634,,-0.2105523963435889,-0.1828771647043247,-0.2788290804616221,-0.7564557652900168,0.0,-1.1803093087187806,-0.008680423241555824,,0
0.0,0.0,0.0,-0.3883150563468338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,,,0.0,,-0.19943637390291233,0.0,0.0,-0.9449171060790303,0.0,0.0,-0.2788290804616221,-0.7564554936525364,0.0,0.0,0.0,0.06445879217233628,0
0.0,-1.621677486638987,0.0,-0.12318889175211524,0.0,0.0,-0.7358209426825374,0.0,0.0,0.0,0.0,0.0,0.0,-0.5373926511507123,0.0,0.0,0.0,0.0,0
0.9809015563301287,-0.6460237108597469,0.0,0.9832006342203043,0.0,-0.3314428646281821,,0.0,0.12534217793823618,-1.6523298260348098,0.0,-0.11075328560888258,0.0,-0.2623754110506454,0.0,1.714190342955756,-0.2045963803076592,1.3933944827510023,0
0.0,0.0,0.0,-0.3300280266102081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35866179879059856,0.0,0.0,0.0,0.0,0
0.06642014218668772,,0.0,1.490681804118098,0.0,-1.1224215557909725,,0.0,-0.2514456105102437,,0.0,-0.18274503217299962,2.6885922593657643,-0.2974962455488429,0.0,0.5960386009369535,-0.3625082511720543,1.5778318246862875,0
0.0,,0.0,-0.6234236866325178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35908270053434016,0.0,0.0,0.0,0.0,0
,,0.0,-0.9415853342317361,0.0,-0.9878939908132568,,0.0,-0.07771328587004517,,0.0,0.0,0.0,-0.34611156108333263,0.0,,0.0,-0.774441555669613,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34611156108333263,0.0,0.0,0.0,0.0,0
-0.4849581297056808,3.352314034094212,-0.8641771259781367,,0.0,-0.29552468764594697,-2.9114863613695388,0.0,-0.6336480725642744,-2.882978331107134,0.0,-1.1459502903243632,-0.324264076945974,-0.44764994353644194,0.0,2.4446548430579567,,1.3024024424181668,0
0.0,1.700851263232491,-0.8641771259781367,-0.5318202248481275,0.0,-0.3102012645904177,0.0,0.0,0.0,-0.2535301415103273,0.0,0.0,-0.25919275097827377,-0.44764994353644194,0.0,0.0,0.0,0.0,0
,4.0372061175777585,0.0,4.687425021710988,0.6513501033829384,1.643901426391788,4.446385432268714,0.0,2.759643122833367,2.573534544675425,-2.655225303719144,2.05705552061613,1.6248791646991159,1.857784950326737,-1.5112438958758412,,,3.2999857093853637,1
0.0,3.7397582173347934,0.0,4.687425021710988,0.6513501033829384,1.0565792936698128,0.0,0.0,0.0,,-2.655225303719144,0.5342633375775969,1.6248791646991159,1.9320533969938871,-1.5112438958758412,0.0,0.0,0.0,1
0.0,0.0,0.0,1.7469670104238157,0.0,0.0,0.0,0.0,0.0,,-2.655225303719144,0.5342633375775969,0.0,1.5863783848041715,0.0,0.0,0.0,0.0,1
,4.0372061175777585,0.0,4.687425021710988,0.6513501033829384,2.7575343523747136,4.446385432268714,0.0,,,-0.7495663953711558,-1.1459502903243632,1.0594324824714434,5.684680627606434,1.9966241969361356,,,3.2999857093853637,1
0.0,2.230190569367773,0.0,4.114012899470417,0.37505181954976485,-0.7012459390623684,1.0625776752411988,0.0,0.0,,0.0,0.800357724303461,0.6317780894264577,5.684680627606434,1.8604848965566272,0.0,0.0,0.0,1
,,,0.10841526167817843,0.0,1.0856788923691854,0.8210494227406406,0.0,,,0.0,0.0,-0.3370925369526406,-1.1651322241406026,0.0,-2.959878065248855,,-0.5497874396840705,0
0.0,-0.193888219910492,,0.9835040121809409,0.0,-0.2184455393144967,0.0,0.0,0.5887208663749254,0.4664539520628336,0.0,0.0,-0.3071933040668235,-1.1651322241406026,0.0,0.0,0.0,0.0,0
,3.6276045130795196,2.909387379029677,4.687425021710988,0.0,3.1890051504620263,4.446385432268714,-3.132714284773264,,,-2.655225303719144,1.0083469158897158,2.4036645615201864,4.988223735346196,0.0,,3.1705385756885454,3.2999857093853637,0
0.0,0.0,2.6936711458209124,4.687425021710988,0.0,1.9901823287822922,2.1516205128931576,0.0,0.0,,0.9723562806983845,0.6403488006351418,1.80600369596336,3.3610121856959156,0.0,0.0,3.1705385756885454,0.0,0
0.0,0.0,2.6936711458209124,4.687425021710988,0.0,1.9901823287822922,2.1516205128931576,0.0,0.0,,0.9723562806983845,0.6403488006351418,1.80600369596336,3.3610121856959156,0.0,0.0,0.0,0.0,0
,0.350462608958454,2.909387379029677,4.687425021710988,0.0,3.1890051504620263,,0.0,,,-2.655225303719144,0.930479517082799,1.80600369596336,3.3883180799734642,0.0,,0.0,3.2999857093853637,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6689926931264742,0.0,0.0,0.0,-0.36069951328601,0.0,0.0,0.0,0.0,0
