Assets,EarningsPerShareBasic,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
0.0,-1.3494055348938268,-1.1748790698694198,0.0,0.0,0
0.0,0.528173692854281,-0.2251739372336496,0.0,0.0,0
-0.9141692753769313,0.528173692854281,-0.2251739372336496,-0.1584253680854127,-0.28778531876711383,0
-1.2410959145614304,-1.4007654927953244,0.0,-1.4930519057736555,-1.4904510307259597,1
-1.2410959145614304,0.0,0.0,-1.4930519057736555,-1.4904510307259597,1
-0.9191006195479069,-1.0856899422453852,-0.028584425548008396,-0.1703200610114149,-0.14666669509247932,0
-0.9191006195479069,0.0,0.0,-0.1703200610114149,-0.14666669509247932,0
-1.0024064270362814,0.5534628149172901,0.23942265374673471,0.0516498042737022,-0.8310504153808371,0
-1.0024064270362814,0.0,0.0,0.0516498042737022,-0.8310504153808371,0
-1.0024064270362814,0.5534628149172901,0.23942265374673471,0.0516498042737022,-0.8310504153808371,0
-1.258917402954866,0.9431035042467175,-0.7497632566737733,-1.2529386421727082,-1.4719775144096898,0
-1.258917402954866,0.0,0.0,-1.2529386421727082,-1.4719775144096898,0
-1.3183686585172922,-0.2097704976664715,-1.172876370429313,-1.3016690599427851,-1.513814931600899,0
